Age,  ,Race,CO-MO,Disease_Type,Disease_sub_type,BIO_Marker,Prev-T,Pref_status,,Ouput,Preffered_Drug,Alternate_Drug,Guideline_Link,Payer_Pathway,Overall_Survival,AE's,AE_Management
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 40 > 30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 40 > 30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 40 > 30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 40 > 30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 40 > 30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 40 > 30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 40 > 30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 40 > 30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 50 > 40,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 50 > 40,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 50 > 40,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 50 > 40,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 50 > 40,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 50 > 40,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 50 > 40,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 50 > 40,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 60 > 50,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 60 > 50,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 60 > 50,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 60 > 50,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 60 > 50,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 60 > 50,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 60 > 50,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 60 > 50,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 70 > 60,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 70 > 60,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 70 > 60,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 70 > 60,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 70 > 60,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 70 > 60,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 70 > 60,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 70 > 60,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
> 70,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
> 70,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
> 70,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
> 70,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
> 70,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
> 70,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
> 70,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
> 70,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
<30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 40 > 30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 40 > 30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 40 > 30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 40 > 30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 40 > 30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 40 > 30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 40 > 30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 40 > 30,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 50 > 40,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 50 > 40,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 50 > 40,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 50 > 40,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 50 > 40,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 50 > 40,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 50 > 40,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 50 > 40,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 60 > 50,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 60 > 50,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 60 > 50,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 60 > 50,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 60 > 50,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 60 > 50,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 60 > 50,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 60 > 50,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 70 > 60,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 70 > 60,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 70 > 60,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 70 > 60,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 70 > 60,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 70 > 60,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 70 > 60,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 70 > 60,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
> 70,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
> 70,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
> 70,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
> 70,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
> 70,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
> 70,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
> 70,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
> 70,Female,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 40 > 30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 40 > 30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 40 > 30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 40 > 30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 40 > 30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 40 > 30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 40 > 30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 40 > 30,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 50 > 40,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 50 > 40,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 50 > 40,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 50 > 40,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 50 > 40,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 50 > 40,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 50 > 40,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 50 > 40,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 60 > 50,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 60 > 50,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 60 > 50,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 60 > 50,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 60 > 50,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 60 > 50,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 60 > 50,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 60 > 50,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 70 > 60,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
<= 70 > 60,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
<= 70 > 60,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
<= 70 > 60,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
<= 70 > 60,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
<= 70 > 60,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
<= 70 > 60,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
<= 70 > 60,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
> 70,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,1,,,,,,,,,
> 70,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,1,,,,,,,,,
> 70,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,1,,,,,,,,,
> 70,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,1,,,,,,,,,
> 70,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,1,,,,,,,,,
> 70,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,1,,,,,,,,,
> 70,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,1,,,,,,,,,
> 70,Male,White,Diabetes,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
